,date,fips,mmwr_week,recip_county,recip_state,completeness_pct,administered_dose1_recip,administered_dose1_pop_pct,administered_dose1_recip_5plus,administered_dose1_recip_5pluspop_pct,administered_dose1_recip_12plus,administered_dose1_recip_12pluspop_pct,administered_dose1_recip_18plus,administered_dose1_recip_18pluspop_pct,administered_dose1_recip_65plus,administered_dose1_recip_65pluspop_pct,series_complete_yes,series_complete_pop_pct,series_complete_5plus,series_complete_5pluspop_pct,series_complete_12plus,series_complete_12pluspop_pct,series_complete_18plus,series_complete_18pluspop_pct,series_complete_65plus,series_complete_65pluspop_pct,booster_doses,booster_doses_vax_pct,booster_doses_12plus,booster_doses_12plus_vax_pct,booster_doses_18plus,booster_doses_18plus_vax_pct,booster_doses_50plus,booster_doses_50plus_vax_pct,booster_doses_65plus,booster_doses_65plus_vax_pct,svi_ctgy,series_complete_pop_pct_svi,series_complete_5pluspop_pct_svi,series_complete_12pluspop_pct_svi,series_complete_18pluspop_pct_svi,series_complete_65pluspop_pct_svi,metro_status,series_complete_pop_pct_ur_equity,series_complete_5pluspop_pct_ur_equity,series_complete_12pluspop_pct_ur_equity,series_complete_18pluspop_pct_ur_equity,series_complete_65pluspop_pct_ur_equity,census2019,census2019_5pluspop,census2019_12pluspop,census2019_18pluspop,census2019_65pluspop
2427,2022-03-01T00:00:00.000,08013,9,Boulder County,CO,97.1,276861,84.9,276753,88.7,262412,91,242795,91.6,49581,95,253803,77.8,253798,81.3,240974,83.6,222063,83.8,47428,95,155443,61.2,155408,64.5,147865,66.6,80189,78.5,39875,84.1,A,4,4,4,4,4,Metro,4,4,4,4,4,326196,312035,288247,264962,48358
371,2022-03-01T00:00:00.000,08031,9,Denver County,CO,97.1,599003,82.4,598800,87.4,571067,90.5,535015,90.9,79695,91.8,544499,74.9,544493,79.5,521169,82.6,487630,82.8,75174,86.6,287012,52.7,286947,55.1,277194,56.8,117097,70.0,57286,76.2,B,8,8,8,8,8,Metro,4,4,4,4,4,727211,684897,631277,588586,86835
2589,2022-03-01T00:00:00.000,08075,9,Logan County,CO,97.1,9001,40.2,9001,42.3,8869,45,8529,46.4,2931,72.3,8443,37.7,8443,39.7,8337,42.3,8016,43.6,2861,70.5,3674,43.5,3674,44.1,3653,45.6,2890,58.6,1856,64.9,C,10,10,11,11,12,Non-metro,6,6,7,7,8,22409,21277,19715,18395,4056
1603,2022-03-01T00:00:00.000,08011,9,Bent County,CO,97.1,1540,27.6,1540,28.6,1518,30.2,1427,30.3,445,42.3,1474,26.4,1474,27.4,1454,29,1359,28.8,425,40.4,804,54.5,804,55.3,796,58.6,623,72.7,383,90.1,D,13,13,13,13,14,Non-metro,5,5,5,5,6,5577,5377,5022,4716,1053
2596,2022-03-01T00:00:00.000,08015,9,Chaffee County,CO,97.1,14025,68.9,14018,71.5,13585,73.9,13039,75.4,4986,94.1,12944,63.6,12942,66,12565,68.3,12057,69.8,4693,88.6,7908,61.1,7908,62.9,7787,64.6,5630,72.4,3510,74.8,A,4,4,4,4,4,Non-metro,8,8,8,8,8,20356,19603,18385,17285,5298
2605,2022-03-01T00:00:00.000,08119,9,Teller County,CO,97.1,14328,56.4,14328,58.7,14109,62.1,13503,64,5167,87.8,13602,53.6,13602,55.8,13396,59,12816,60.7,4899,83.2,7198,52.9,7197,53.7,7084,55.3,5687,64.0,3379,69.0,A,4,4,4,4,4,Metro,4,4,4,4,4,25388,24390,22716,21098,5888
1183,2022-03-01T00:00:00.000,08067,9,La Plata County,CO,97.1,43924,78.1,43897,82,42143,85.2,39581,86.5,10775,95,39300,69.9,39300,73.4,37906,76.7,35572,77.8,10009,95,22087,56.2,22083,58.3,21263,59.8,13171,69.5,7421,74.1,A,4,4,4,4,4,Non-metro,8,8,8,8,8,56221,53527,49452,45749,10249
2608,2022-03-01T00:00:00.000,08061,9,Kiowa County,CO,97.1,543,38.6,543,42,539,46,522,48.6,229,70.7,525,37.3,525,40.6,520,44.3,503,46.8,226,69.8,274,52.2,274,52.7,271,53.9,235,66.6,159,70.4,B,6,7,7,7,7,Non-metro,6,7,7,7,7,1406,1292,1173,1074,324
2609,2022-03-01T00:00:00.000,08017,9,Cheyenne County,CO,97.1,616,33.6,0,0,,0,,0,,0,599,32.7,599,34.8,593,39.3,577,42.2,236,61.3,262,43.7,262,44.2,262,45.4,219,55.4,144,61.0,B,6,6,6,7,7,Non-metro,6,6,6,7,7,1831,1722,1507,1367,385
2616,2022-03-01T00:00:00.000,08073,9,Lincoln County,CO,97.1,2117,37.1,0,0,,0,,0,,0,2034,35.7,2034,37.8,2000,40.5,1914,42.2,698,69.5,1008,49.6,1008,50.4,1005,52.5,784,62.3,487,69.8,B,6,6,7,7,7,Non-metro,6,6,7,7,7,5701,5383,4933,4538,1004
2371,2022-03-01T00:00:00.000,08065,9,Lake County,CO,97.1,5504,67.7,5503,71.7,5311,75.1,4967,76.2,945,79.5,4823,59.3,4822,62.9,4680,66.2,4389,67.3,894,75.3,2239,46.4,2239,47.8,2166,49.4,1187,63.2,621,69.5,B,8,8,8,8,8,Non-metro,8,8,8,8,8,8127,7670,7068,6521,1188
1393,2022-03-01T00:00:00.000,08121,9,Washington County,CO,97.1,1663,33.9,1663,35.9,1645,39.3,1591,41.7,648,61.8,1501,30.6,1501,32.4,1490,35.6,1445,37.9,583,55.6,682,45.4,682,45.8,675,46.7,544,56.4,374,64.2,B,6,6,6,6,7,Non-metro,6,6,6,6,7,4908,4627,4190,3811,1048
2634,2022-03-01T00:00:00.000,08019,9,Clear Creek County,CO,97.1,5256,54.2,5256,56.4,5110,58.4,4844,58.8,1501,72.5,4726,48.7,4726,50.7,4616,52.8,4369,53,1365,65.9,2477,52.4,2477,53.7,2422,55.4,1632,63.9,895,65.6,A,3,4,4,4,3,Metro,3,4,4,4,3,9700,9321,8746,8238,2070
1064,2022-03-01T00:00:00.000,08063,9,Kit Carson County,CO,97.1,2934,41.3,2933,44,2885,48.6,2739,51.6,1057,76.3,2707,38.1,2707,40.6,2675,45.1,2552,48,1007,72.7,1163,43.0,1163,43.5,1151,45.1,908,53.8,597,59.3,C,10,11,11,11,12,Non-metro,6,7,7,7,8,7097,6663,5933,5312,1385
344,2022-03-01T00:00:00.000,08095,9,Phillips County,CO,97.1,2451,57.5,2450,61.1,2410,66.7,2322,71.8,833,83.9,2198,51.5,2198,54.8,2168,60,2093,64.8,759,76.4,915,41.6,915,42.2,909,43.4,699,55.2,421,55.5,B,8,8,8,8,8,Non-metro,8,8,8,8,8,4265,4008,3615,3232,993
3262,2022-03-01T00:00:00.000,08113,9,San Miguel County,CO,97.1,7786,95,7779,95,7445,95,6909,95,1206,95,6735,82.3,6734,85.8,6472,88.8,6013,88.9,1099,86.9,3565,52.9,3565,55.1,3455,57.5,1931,68.9,827,75.3,A,4,4,4,4,4,Non-metro,8,8,8,8,8,8179,7845,7286,6765,1265
2906,2022-03-01T00:00:00.000,08123,9,Weld County,CO,97.1,210396,64.8,210363,69.8,201971,75.2,185892,77.3,40058,95,195159,60.1,195158,64.7,187740,69.9,172648,71.8,38068,94.3,89925,46.1,89909,47.9,86842,50.3,50630,62.4,26182,68.8,B,8,8,8,8,8,Metro,4,4,4,4,4,324492,301440,268406,240449,40351
2437,2022-03-01T00:00:00.000,08115,9,Sedgwick County,CO,97.1,1268,56.4,1268,59,1246,63.1,1202,66.5,571,93.6,1168,52,1168,54.3,1151,58.3,1106,61.2,529,86.7,606,51.9,606,52.6,600,54.2,500,61.3,363,68.6,C,12,12,12,12,12,Non-metro,8,8,8,8,8,2248,2150,1974,1808,610
1856,2022-03-01T00:00:00.000,08091,9,Ouray County,CO,97.1,3568,72.1,3567,74.2,3440,76.5,3277,78.1,1223,90.6,3204,64.7,3203,66.6,3098,68.9,2941,70.1,1102,81.6,1971,61.5,1971,63.6,1916,65.1,1397,72.9,827,75.0,A,4,4,4,4,4,Non-metro,8,8,8,8,8,4952,4808,4499,4196,1350
2108,2022-03-01T00:00:00.000,08045,9,Garfield County,CO,97.1,42286,70.4,42277,75.5,40491,80.8,37251,82.6,8085,95,38321,63.8,38320,68.4,36831,73.5,33851,75.1,7587,91.5,17989,46.9,17988,48.8,17341,51.2,10272,63.9,5247,69.2,B,8,8,8,8,8,Non-metro,8,8,8,8,8,60061,56004,50126,45076,8288
62,2022-03-01T00:00:00.000,08025,9,Crowley County,CO,97.1,1391,23,1390,23.5,1366,24.3,1309,24.4,483,56.8,1300,21.4,1299,22,1282,22.8,1239,23.1,480,56.5,582,44.8,582,45.4,571,46.1,478,56.9,307,64.0,D,13,13,13,13,15,Non-metro,5,5,5,5,7,6061,5917,5626,5369,850
222,2022-03-01T00:00:00.000,08041,9,El Paso County,CO,97.1,528126,73.3,528043,78.5,510327,84.2,473649,86.3,96009,95,457401,63.5,457395,68,443809,73.2,411288,74.9,85972,90.3,181090,39.6,181073,40.8,175197,42.6,109050,59.4,58721,68.3,B,8,8,8,8,8,Metro,4,4,4,4,4,720403,672877,606042,548773,95178
1341,2022-03-01T00:00:00.000,08125,9,Yuma County,CO,97.1,4859,48.5,4857,52.4,4721,58,4489,61.7,1475,78.8,4348,43.4,4348,46.9,4253,52.2,4048,55.7,1379,73.7,1845,42.4,1845,43.4,1822,45.0,1374,58.1,929,67.4,C,11,11,12,12,12,Non-metro,7,7,8,8,8,10019,9271,8146,7274,1872
2354,2022-03-01T00:00:00.000,08047,9,Gilpin County,CO,97.1,3977,63.7,3977,65.9,3863,67.6,3676,68.9,1020,91.7,3601,57.7,3601,59.7,3510,61.4,3339,62.6,961,86.4,2042,56.7,2042,58.2,1980,59.3,1325,66.4,685,71.3,A,4,4,4,4,4,Metro,4,4,4,4,4,6243,6032,5713,5333,1112
815,2022-03-01T00:00:00.000,08003,9,Alamosa County,CO,97.1,10116,62.3,10114,66.5,9734,71.8,9034,73.4,2304,95,9059,55.8,9059,59.6,8778,64.7,8162,66.3,2158,95,4269,47.1,4269,48.6,4171,51.1,2713,64.5,1516,70.3,D,16,16,16,16,16,Non-metro,8,8,8,8,8,16233,15204,13557,12308,2254
1800,2022-03-01T00:00:00.000,UNK,9,Unknown County,CO,97.1,242555,0,242442,0,234896,0,219965,0,35588,0,115234,0,115216,0,114262,0,111578,0,13596,0,28010,24.3,28005,24.5,27681,24.8,17849,43.6,11372,83.6,,,,,,,,,,,,,,,,,
879,2022-03-01T00:00:00.000,08085,9,Montrose County,CO,97.1,23115,54.1,23112,57.1,22518,61.2,21459,63.7,8906,86.4,20563,48.1,20563,50.8,20106,54.6,19175,56.9,8084,78.5,10196,49.6,10194,50.7,10042,52.4,7865,61.0,5285,65.4,C,11,12,12,12,12,Non-metro,7,8,8,8,8,42758,40492,36823,33692,10302
2493,2022-03-01T00:00:00.000,08077,9,Mesa County,CO,97.1,83579,54.2,83563,57.4,81456,61.3,77082,63.5,27292,89.9,75977,49.3,75976,52.2,74207,55.9,70196,57.8,25300,83.3,39571,52.1,39566,53.3,38696,55.1,27957,64.8,17535,69.3,C,11,12,12,12,12,Metro,3,4,4,4,4,154210,145663,132774,121401,30368
869,2022-03-01T00:00:00.000,08097,9,Pitkin County,CO,97.1,18294,95,18284,95,17595,95,16669,95,3611,95,14573,82,14571,85.3,14094,87.2,13346,88.1,3005,83.3,6796,46.6,6796,48.2,6562,49.2,3997,59.2,1950,64.9,A,4,4,4,4,4,Non-metro,8,8,8,8,8,17767,17092,16160,15156,3606
39,2022-03-01T00:00:00.000,08089,9,Otero County,CO,97.1,9555,52.3,9553,55.6,9291,59.9,8819,63.4,3015,79.8,8904,48.7,8904,51.8,8696,56,8279,59.5,2957,78.2,4351,48.9,4350,50,4301,52.0,3320,64.8,2099,71.0,D,15,16,16,16,16,Non-metro,7,8,8,8,8,18278,17196,15521,13909,3780
1728,2022-03-01T00:00:00.000,08103,9,Rio Blanco County,CO,97.1,2761,43.7,2761,46.4,2702,50.8,2563,53.6,909,87.9,2408,38.1,2408,40.5,2374,44.6,2265,47.3,827,80,1050,43.6,1050,44.2,1030,45.5,806,55.2,519,62.8,B,6,7,7,7,8,Non-metro,6,7,7,7,8,6324,5947,5324,4785,1034
1434,2022-03-01T00:00:00.000,08093,9,Park County,CO,97.1,9627,51.1,9624,53,9429,55.2,9031,56.4,2954,72.6,8840,46.9,8840,48.7,8690,50.8,8319,51.9,2729,67.1,4705,53.2,4703,54.1,4621,55.5,3407,62.9,1856,68.0,A,3,3,4,4,3,Metro,3,3,4,4,3,18845,18146,17092,16017,4070
2174,2022-03-01T00:00:00.000,08023,9,Costilla County,CO,97.1,2398,61.7,0,0,,0,,0,,0,2314,59.5,2314,62.6,2273,66.4,2157,68.6,851,81.3,1291,55.8,1291,56.8,1274,59.1,1005,67.3,608,71.4,D,16,16,16,16,16,Non-metro,8,8,8,8,8,3887,3699,3422,3146,1047
1738,2022-03-01T00:00:00.000,08005,9,Arapahoe County,CO,97.1,479605,73,479462,77.8,454921,81.7,416119,82.6,83903,94.8,441684,67.3,441678,71.6,420967,75.6,384129,76.3,78696,88.9,225719,51.1,225676,53.6,215992,56.2,119346,69.5,60194,76.5,B,8,8,8,8,8,Metro,4,4,4,4,4,656590,616582,557033,503709,88508
1763,2022-03-01T00:00:00.000,08039,9,Elbert County,CO,97.1,10866,40.7,10864,42.5,10579,45.3,9995,47.5,2983,64.8,9947,37.2,9945,38.9,9720,41.6,9167,43.5,2772,60.2,5014,50.4,5012,51.6,4877,53.2,3626,62.6,1893,68.3,A,2,2,3,3,3,Metro,2,2,3,3,3,26729,25552,23351,21051,4602
2853,2022-03-01T00:00:00.000,08079,9,Mineral County,CO,97.1,658,85.6,657,89,642,92.4,630,95,269,95,631,82.1,631,85.5,615,88.5,601,90.9,268,95,391,62.0,391,63.6,386,64.2,296,70.8,210,78.4,A,4,4,4,4,4,Non-metro,8,8,8,8,8,769,738,695,661,258
1442,2022-03-01T00:00:00.000,08051,9,Gunnison County,CO,97.1,13284,76.1,13280,79.3,12764,81.7,12053,82.9,2526,95,12002,68.7,12002,71.6,11607,74.3,10972,75.4,2348,95,6432,53.6,6432,55.4,6261,57.1,3368,67.4,1695,72.2,A,4,4,4,4,4,Non-metro,8,8,8,8,8,17462,16752,15621,14547,2384
277,2022-03-01T00:00:00.000,08014,9,Broomfield County,CO,97.1,59764,84.8,59734,89.3,56230,92.5,51612,94,10944,95,56337,80,56336,84.2,53244,87.6,48683,88.7,10589,95,33595,59.6,33585,63.1,31611,64.9,16821,75.7,8551,80.8,A,4,4,4,4,4,Metro,4,4,4,4,4,70465,66918,60802,54894,10075
1808,2022-03-01T00:00:00.000,08033,9,Dolores County,CO,97.1,975,47.4,975,49.2,964,53.5,942,56.9,371,69,853,41.5,853,43.1,841,46.6,825,49.8,335,62.3,399,46.8,399,47.4,395,47.9,302,53.8,197,58.8,A,3,3,3,3,3,Non-metro,7,7,7,7,7,2055,1981,1803,1655,538
1715,2022-03-01T00:00:00.000,08059,9,Jefferson County,CO,97.1,486773,83.5,486621,88,465431,91.3,433920,92.4,104415,95,447568,76.8,447564,80.9,429083,84.2,399750,85.1,97531,95,245857,54.9,245818,57.3,237428,59.4,138015,69.3,72871,74.7,A,4,4,4,4,4,Metro,4,4,4,4,4,582881,553262,509750,469683,98793
3129,2022-03-01T00:00:00.000,08071,9,Las Animas County,CO,97.1,9587,66.1,9587,69.3,9364,72.9,8914,74.9,3276,88.9,8847,61,8847,63.9,8675,67.6,8270,69.5,3225,87.5,4470,50.5,4470,51.5,4412,53.3,3561,64.1,2226,69.0,D,16,16,16,16,16,Non-metro,8,8,8,8,8,14506,13840,12840,11904,3686
2386,2022-03-01T00:00:00.000,08101,9,Pueblo County,CO,97.1,104172,61.9,104154,65.6,101095,70.1,94525,72.2,29338,91.9,94406,56.1,94405,59.4,92131,63.9,86302,65.9,27248,85.3,45788,48.5,45784,49.7,44828,51.9,32901,65.3,19814,72.7,D,16,16,16,16,16,Metro,4,4,4,4,4,168424,158872,144170,131010,31933
1717,2022-03-01T00:00:00.000,08049,9,Grand County,CO,97.1,11366,72.2,11364,75.1,11025,78.1,10561,80.6,2678,92.2,9826,62.5,9826,64.9,9578,67.9,9161,69.9,2318,79.8,5046,51.4,5045,52.7,4900,53.5,3254,66.3,1607,69.3,A,4,4,4,4,4,Non-metro,8,8,8,8,8,15734,15136,14115,13108,2905
1474,2022-03-01T00:00:00.000,08027,9,Custer County,CO,97.1,2671,52.7,2671,54.6,2651,57.6,2597,59.4,1366,81.6,2431,48,2431,49.7,2415,52.5,2375,54.3,1282,76.6,1476,60.7,1476,61.1,1469,61.9,1342,67.9,933,72.8,A,3,3,4,4,4,Non-metro,7,7,8,8,8,5068,4890,4602,4371,1673
2720,2022-03-01T00:00:00.000,08105,9,Rio Grande County,CO,97.1,7775,69,7774,73.1,7493,77.5,6967,79.7,2414,95,7034,62.4,7034,66.1,6821,70.5,6375,72.9,2293,95,3583,50.9,3582,52.5,3529,55.4,2623,66.1,1607,70.1,D,16,16,16,16,16,Non-metro,8,8,8,8,8,11267,10635,9670,8747,2351
2202,2022-03-01T00:00:00.000,08099,9,Prowers County,CO,97.1,5667,46.6,5665,50.2,5584,55.4,5271,58.3,1703,77.4,5153,42.3,5153,45.6,5079,50.4,4792,53,1595,72.5,2161,41.9,2161,42.5,2126,44.4,1605,56.2,1012,63.4,D,15,15,16,16,16,Non-metro,7,7,8,8,8,12172,11295,10082,9048,2201
1027,2022-03-01T00:00:00.000,09009,9,New Haven County,CT,98.3,798339,93.4,798035,95,769389,95,713883,95,176994,95,652320,76.3,652230,80.4,629434,84.4,583041,85.3,141562,92.8,316513,48.5,316482,50.3,305396,52.4,193566,64.1,101463,71.7,C,12,12,12,12,12,Metro,4,4,4,4,4,854757,810962,745833,683540,152623
1176,2022-03-01T00:00:00.000,09007,9,Middlesex County,CT,98.3,155377,95,155271,95,149681,95,139916,95,39047,95,133938,82.5,133905,85.9,129283,88.9,120816,89.9,33691,95,74759,55.8,74751,57.8,72269,59.8,48043,69.5,25697,76.3,A,4,4,4,4,4,Metro,4,4,4,4,4,162436,155818,145394,134377,34075
1657,2022-03-01T00:00:00.000,09003,9,Hartford County,CT,98.3,773043,86.7,772769,91.6,739792,95,684992,95,172453,95,666867,74.8,666792,79,639351,82.8,591579,83.9,147983,95,341412,51.2,341366,53.4,328775,55.6,207578,66.4,108340,73.2,C,12,12,12,12,12,Metro,4,4,4,4,4,891720,843985,772466,705457,155502
1768,2022-03-01T00:00:00.000,09015,9,Windham County,CT,98.3,85502,73.2,85462,77,82611,80.9,76929,82,20783,95,73955,63.3,73945,66.6,71736,70.2,66875,71.3,18143,90.6,35438,47.9,35436,49.4,34387,51.4,24256,63.5,13230,72.9,B,8,8,8,8,8,Metro,4,4,4,4,4,116782,110995,102156,93775,20033
235,2022-03-01T00:00:00.000,09011,9,New London County,CT,98.3,244291,92.1,244210,95,235637,95,220267,95,57687,95,207777,78.3,207747,82.4,200620,86.2,187188,87.4,48458,95,101934,49.1,101926,50.8,98463,52.6,67376,66.4,36199,74.7,B,8,8,8,8,8,Metro,4,4,4,4,4,265206,252237,232783,214254,49835
2418,2022-03-01T00:00:00.000,09013,9,Tolland County,CT,98.3,114088,75.7,114047,78.9,109671,81.3,102322,82,26880,95,99867,66.3,99856,69.1,96081,71.3,89477,71.7,23396,95,56788,56.9,56780,59.1,54615,61.0,35403,70.8,18321,78.3,A,4,4,4,4,4,Metro,4,4,4,4,4,150721,144561,134822,124818,24571
152,2022-03-01T00:00:00.000,UNK,9,Unknown County,CT,98.3,76684,0,76653,0,74879,0,71900,0,12163,0,47796,0,47784,0,46607,0,45074,0,6955,0,27267,57.0,27265,58.5,26703,59.2,16679,91.7,10868,95.0,,,,,,,,,,,,,,,,,
1637,2022-03-01T00:00:00.000,09001,9,Fairfield County,CT,98.3,945682,95,945173,95,900920,95,822462,95,181157,95,756870,80.2,756708,84.8,721341,88.9,656115,89.4,144131,93.6,348742,46.1,348710,48.3,331401,50.5,205909,62.4,100491,69.7,B,8,8,8,8,8,Metro,4,4,4,4,4,943332,892133,811797,733666,153951
360,2022-03-01T00:00:00.000,09005,9,Litchfield County,CT,98.3,155885,86.4,155822,90.1,150975,94,140855,95,42163,95,134912,74.8,134891,78,130882,81.4,122218,82.6,36616,92.3,70608,52.3,70605,53.9,68305,55.9,48870,65.3,26863,73.4,A,4,4,4,4,4,Non-metro,8,8,8,8,8,180333,172886,160696,147960,39654
951,2022-03-01T00:00:00.000,UNK,9,Unknown County,DC,94.6,32170,0,32162,0,31967,0,31544,0,2951,0,27280,0,27280,0,27195,0,27043,0,2596,0,10918,40.0,10918,40.1,10895,40.3,7781,69.8,5137,95.0,,,,,,,,,,,,,,,,,
1162,2022-03-01T00:00:00.000,11001,9,District of Columbia,DC,94.6,640059,90.7,639901,95,614853,95,583163,95,95739,95,477691,67.7,477660,72.3,462222,75.8,438856,76,77013,88.2,164873,34.5,164828,35.7,159640,36.4,75580,45.7,38902,50.5,C,12,12,12,12,12,Metro,4,4,4,4,4,705749,660381,609754,577581,87343
586,2022-03-01T00:00:00.000,UNK,9,Unknown County,DE,96.1,32633,0,32619,0,32122,0,31296,0,7511,0,25487,0,25483,0,25163,0,24612,0,5859,0,10821,42.5,10819,43,10739,43.6,8419,61.8,5271,90.0,,,,,,,,,,,,,,,,,
135,2022-03-01T00:00:00.000,10005,9,Sussex County,DE,96.1,186466,79.6,186451,83.8,182682,88.8,174695,91.3,75036,95,155945,66.6,155943,70.1,153055,74.4,146393,76.5,63994,95,74761,47.9,74749,48.8,73511,50.2,61808,59.0,42261,66.0,B,8,8,8,8,8,Metro,4,4,4,4,4,234225,222550,205805,191285,67322
2151,2022-03-01T00:00:00.000,10001,9,Kent County,DE,96.1,115961,64.1,115953,68.4,112451,73.3,104697,75,29949,94.7,99245,54.9,99244,58.5,96726,63,90063,64.5,26052,82.4,40542,40.9,40535,41.9,39355,43.7,28619,56.6,17104,65.7,C,12,12,12,12,12,Metro,4,4,4,4,4,180786,169627,153474,139553,31623
2220,2022-03-01T00:00:00.000,10003,9,New Castle County,DE,96.1,460760,82.5,460633,87.4,441909,92,409381,93.2,96120,95,377284,67.5,377261,71.6,363279,75.6,335650,76.4,81955,91.1,161473,42.8,161435,44.4,154687,46.1,99170,56.7,52669,64.3,B,8,8,8,8,8,Metro,4,4,4,4,4,558753,526868,480528,439354,89961
30,2022-03-01T00:00:00.000,12127,9,Volusia County,FL,98.6,373079,67.4,372975,70.7,367214,75,351147,76.9,137742,95,326355,59,326331,61.9,321666,65.7,307490,67.4,122106,88.6,139398,42.7,139389,43.3,137559,44.7,112020,53.9,74419,60.9,C,12,12,12,12,12,Metro,4,4,4,4,4,553284,527440,489686,456508,137811
2624,2022-03-01T00:00:00.000,12131,9,Walton County,FL,98.6,43193,58.3,43183,61.8,42541,66.6,40889,69.3,14445,95,36009,48.6,36008,51.5,35527,55.6,34208,58,12141,81.1,13636,37.9,13633,38.4,13462,39.4,11122,49.1,6980,57.5,C,11,12,12,12,12,Metro,3,4,4,4,4,74071,69930,63887,58987,14977
2056,2022-03-01T00:00:00.000,UNK,9,Unknown County,FL,98.6,256515,0,256460,0,254445,0,248500,0,75554,0,191908,0,191894,0,191232,0,189064,0,47150,0,112799,58.8,112797,59,112512,59.5,96545,91.3,68403,95.0,,,,,,,,,,,,,,,,,
2851,2022-03-01T00:00:00.000,12027,9,DeSoto County,FL,98.6,21923,57.7,21910,60.6,21629,64.8,20605,66.8,7679,89.7,17279,45.5,17277,47.8,17072,51.2,16197,52.5,6271,73.3,5228,30.3,5227,30.6,5172,31.9,4421,43.6,3175,50.6,D,15,15,16,16,16,Non-metro,7,7,8,8,8,38001,36126,33359,30849,8558
382,2022-03-01T00:00:00.000,12031,9,Duval County,FL,98.6,667624,69.7,667516,74.7,650278,80.4,611540,82.4,147389,95,577429,60.3,577414,64.6,563838,69.7,530747,71.5,128069,92.4,209417,36.3,209386,37.1,205324,38.7,142431,52.4,79900,62.4,C,12,12,12,12,12,Metro,4,4,4,4,4,957755,893184,808986,742007,138594
2998,2022-03-01T00:00:00.000,12097,9,Osceola County,FL,98.6,329380,87.7,329178,93.4,318221,95,289573,95,59509,95,269294,71.7,269262,76.4,262158,82.7,239983,84.2,49470,95,84458,31.4,84448,32.2,82035,34.2,52507,47.1,27333,55.3,D,16,16,16,16,16,Metro,4,4,4,4,4,375751,352569,317159,285151,50781
1088,2022-03-01T00:00:00.000,12053,9,Hernando County,FL,98.6,119169,61.5,119149,64.4,117473,68.5,112188,70.8,48386,90.7,105282,54.3,105280,56.9,103930,60.6,99199,62.6,43689,81.9,44261,42.0,44258,42.6,43718,44.1,37059,52.5,26051,59.6,C,12,12,12,12,12,Metro,4,4,4,4,4,193920,185142,171444,158562,53348
2795,2022-03-01T00:00:00.000,12125,9,Union County,FL,98.6,7746,50.8,7744,53.6,7697,58.1,7446,60.9,2267,95,5388,35.4,5388,37.3,5345,40.3,5137,42,1568,67.7,1425,26.4,1425,26.7,1414,27.5,1162,36.6,754,48.1,D,14,14,15,15,15,Non-metro,6,6,7,7,7,15237,14442,13257,12225,2317
436,2022-03-01T00:00:00.000,12105,9,Polk County,FL,98.6,475122,65.6,474872,69.5,463914,74.7,435600,77,143779,95,407822,56.3,407769,59.7,399410,64.3,375291,66.4,125212,84.5,151219,37.1,151185,37.9,148430,39.6,112331,50.5,72203,57.7,D,16,16,16,16,16,Metro,4,4,4,4,4,724777,683219,621086,565542,148168
727,2022-03-01T00:00:00.000,12081,9,Manatee County,FL,98.6,286530,71.1,286438,74.4,281568,79,267922,81,110843,95,245567,60.9,245558,63.8,241686,67.8,229988,69.5,96337,85.1,104180,42.4,104166,43.1,102612,44.6,84215,53.2,56255,58.4,C,12,12,12,12,12,Metro,4,4,4,4,4,403253,384878,356552,330760,113157
1110,2022-03-01T00:00:00.000,12111,9,St. Lucie County,FL,98.6,220740,67.2,220696,70.8,216602,75.5,204474,77.4,76869,95,189326,57.7,189319,60.7,186109,64.9,175556,66.5,66380,82,75337,39.8,75326,40.5,74153,42.2,60649,52.7,40088,60.4,C,12,12,12,12,12,Metro,4,4,4,4,4,328297,311848,286823,264186,80928
776,2022-03-01T00:00:00.000,12001,9,Alachua County,FL,98.6,201794,75,201751,79,194640,82.5,183396,83.1,42081,95,176393,65.6,176388,69.1,170475,72.3,160604,72.8,38182,95,76862,43.6,76844,45.1,74527,46.4,42683,58.6,25067,65.7,B,8,8,8,8,8,Metro,4,4,4,4,4,269043,255225,235945,220754,39272
745,2022-03-01T00:00:00.000,12075,9,Levy County,FL,98.6,22623,54.5,22617,57.4,22346,61.8,21456,64.2,9292,89,19345,46.6,19341,49.1,19155,53,18393,55,7978,76.4,7136,36.9,7131,37.2,7069,38.4,6133,46.0,4175,52.3,D,15,15,16,16,16,Non-metro,7,7,8,8,8,41503,39373,36173,33437,10436
1798,2022-03-01T00:00:00.000,12121,9,Suwannee County,FL,98.6,19740,44.4,19736,46.9,19493,50.9,18733,53.4,7533,78.1,16745,37.7,16744,39.8,16567,43.2,15940,45.4,6740,69.8,6045,36.1,6043,36.5,5988,37.6,5193,46.3,3628,53.8,D,14,14,15,15,15,Non-metro,6,6,7,7,7,44417,42038,38330,35076,9650
1610,2022-03-01T00:00:00.000,12103,9,Pinellas County,FL,98.6,711477,73,711120,76.2,698745,79.9,669559,81.7,238912,95,622889,63.9,622864,66.7,612598,70.1,586838,71.6,210119,84.9,277862,44.6,277841,45.4,273571,46.6,209909,55.2,127485,60.7,C,12,12,12,12,12,Metro,4,4,4,4,4,974996,933769,874030,819951,247630
